time,lba,count
1034,2621378,125
1034,5242756,0
1034,7864134,0
1034,10485512,0
1034,13106890,0
1034,15728268,0
1034,18349646,0
1034,20971024,0
1034,23592402,0
1034,26213780,0
1034,28835158,0
1034,31456536,0
1034,34077914,0
1034,36699292,0
1034,39320670,0
1034,41942048,0
1034,44563426,0
1034,47184804,0
1034,49806182,0
1034,52427560,0
1035,2621378,72
1035,5242756,0
1035,7864134,0
1035,10485512,0
1035,13106890,0
1035,15728268,0
1035,18349646,0
1035,20971024,0
1035,23592402,0
1035,26213780,0
1035,28835158,0
1035,31456536,0
1035,34077914,0
1035,36699292,0
1035,39320670,0
1035,41942048,0
1035,44563426,0
1035,47184804,0
1035,49806182,0
1035,52427560,0
1041,2621378,0
1041,5242756,0
1041,7864134,0
1041,10485512,0
1041,13106890,0
1041,15728268,0
1041,18349646,0
1041,20971024,0
1041,23592402,0
1041,26213780,0
1041,28835158,7099
1041,31456536,0
1041,34077914,0
1041,36699292,0
1041,39320670,0
1041,41942048,0
1041,44563426,0
1041,47184804,0
1041,49806182,0
1041,52427560,0
1042,2621378,0
1042,5242756,0
1042,7864134,0
1042,10485512,0
1042,13106890,0
1042,15728268,0
1042,18349646,0
1042,20971024,0
1042,23592402,0
1042,26213780,0
1042,28835158,15992
1042,31456536,0
1042,34077914,0
1042,36699292,0
1042,39320670,0
1042,41942048,0
1042,44563426,0
1042,47184804,0
1042,49806182,0
1042,52427560,0
1043,2621378,0
1043,5242756,0
1043,7864134,0
1043,10485512,0
1043,13106890,0
1043,15728268,0
1043,18349646,0
1043,20971024,0
1043,23592402,0
1043,26213780,0
1043,28835158,5966
1043,31456536,0
1043,34077914,0
1043,36699292,0
1043,39320670,0
1043,41942048,0
1043,44563426,0
1043,47184804,0
1043,49806182,0
1043,52427560,0
1044,2621378,0
1044,5242756,0
1044,7864134,0
1044,10485512,0
1044,13106890,0
1044,15728268,0
1044,18349646,0
1044,20971024,0
1044,23592402,0
1044,26213780,0
1044,28835158,2948
1044,31456536,0
1044,34077914,0
1044,36699292,0
1044,39320670,0
1044,41942048,0
1044,44563426,0
1044,47184804,0
1044,49806182,0
1044,52427560,0
1045,2621378,0
1045,5242756,0
1045,7864134,0
1045,10485512,0
1045,13106890,0
1045,15728268,0
1045,18349646,0
1045,20971024,0
1045,23592402,0
1045,26213780,0
1045,28835158,1578
1045,31456536,2285
1045,34077914,0
1045,36699292,0
1045,39320670,0
1045,41942048,0
1045,44563426,0
1045,47184804,0
1045,49806182,0
1045,52427560,0
1046,2621378,0
1046,5242756,0
1046,7864134,0
1046,10485512,0
1046,13106890,0
1046,15728268,0
1046,18349646,0
1046,20971024,0
1046,23592402,0
1046,26213780,0
1046,28835158,0
1046,31456536,3187
1046,34077914,0
1046,36699292,0
1046,39320670,0
1046,41942048,0
1046,44563426,0
1046,47184804,0
1046,49806182,0
1046,52427560,0
1047,2621378,0
1047,5242756,0
1047,7864134,0
1047,10485512,0
1047,13106890,0
1047,15728268,0
1047,18349646,0
1047,20971024,0
1047,23592402,0
1047,26213780,0
1047,28835158,0
1047,31456536,12698
1047,34077914,0
1047,36699292,0
1047,39320670,0
1047,41942048,0
1047,44563426,0
1047,47184804,0
1047,49806182,0
1047,52427560,0
1048,2621378,0
1048,5242756,0
1048,7864134,0
1048,10485512,0
1048,13106890,0
1048,15728268,0
1048,18349646,0
1048,20971024,0
1048,23592402,0
1048,26213780,0
1048,28835158,0
1048,31456536,17251
1048,34077914,0
1048,36699292,0
1048,39320670,0
1048,41942048,0
1048,44563426,0
1048,47184804,0
1048,49806182,0
1048,52427560,0
1049,2621378,25
1049,5242756,0
1049,7864134,0
1049,10485512,0
1049,13106890,0
1049,15728268,0
1049,18349646,0
1049,20971024,0
1049,23592402,0
1049,26213780,0
1049,28835158,0
1049,31456536,4830
1049,34077914,13366
1049,36699292,0
1049,39320670,0
1049,41942048,0
1049,44563426,0
1049,47184804,0
1049,49806182,0
1049,52427560,0
1050,2621378,189
1050,5242756,0
1050,7864134,0
1050,10485512,0
1050,13106890,0
1050,15728268,0
1050,18349646,0
1050,20971024,0
1050,23592402,0
1050,26213780,0
1050,28835158,0
1050,31456536,0
1050,34077914,14024
1050,36699292,0
1050,39320670,0
1050,41942048,0
1050,44563426,0
1050,47184804,0
1050,49806182,0
1050,52427560,0
1051,2621378,144
1051,5242756,0
1051,7864134,0
1051,10485512,0
1051,13106890,0
1051,15728268,0
1051,18349646,0
1051,20971024,0
1051,23592402,0
1051,26213780,0
1051,28835158,0
1051,31456536,0
1051,34077914,11025
1051,36699292,0
1051,39320670,0
1051,41942048,0
1051,44563426,0
1051,47184804,0
1051,49806182,0
1051,52427560,0
1052,2621378,143
1052,5242756,0
1052,7864134,0
1052,10485512,0
1052,13106890,0
1052,15728268,0
1052,18349646,0
1052,20971024,0
1052,23592402,0
1052,26213780,0
1052,28835158,0
1052,31456536,0
1052,34077914,11144
1052,36699292,0
1052,39320670,0
1052,41942048,0
1052,44563426,0
1052,47184804,0
1052,49806182,0
1052,52427560,0
1053,2621378,188
1053,5242756,0
1053,7864134,0
1053,10485512,0
1053,13106890,0
1053,15728268,0
1053,18349646,0
1053,20971024,0
1053,23592402,0
1053,26213780,0
1053,28835158,1175
1053,31456536,0
1053,34077914,2205
1053,36699292,9788
1053,39320670,0
1053,41942048,0
1053,44563426,0
1053,47184804,0
1053,49806182,0
1053,52427560,0
1054,2621378,228
1054,5242756,0
1054,7864134,0
1054,10485512,0
1054,13106890,0
1054,15728268,0
1054,18349646,0
1054,20971024,0
1054,23592402,0
1054,26213780,0
1054,28835158,11543
1054,31456536,0
1054,34077914,0
1054,36699292,3596
1054,39320670,0
1054,41942048,0
1054,44563426,0
1054,47184804,0
1054,49806182,0
1054,52427560,0
1055,2621378,519
1055,5242756,0
1055,7864134,0
1055,10485512,0
1055,13106890,0
1055,15728268,0
1055,18349646,0
1055,20971024,0
1055,23592402,0
1055,26213780,0
1055,28835158,26088
1055,31456536,0
1055,34077914,0
1055,36699292,2
1055,39320670,0
1055,41942048,0
1055,44563426,0
1055,47184804,0
1055,49806182,0
1055,52427560,0
1056,2621378,241
1056,5242756,0
1056,7864134,0
1056,10485512,0
1056,13106890,0
1056,15728268,0
1056,18349646,0
1056,20971024,0
1056,23592402,0
1056,26213780,0
1056,28835158,18555
1056,31456536,0
1056,34077914,0
1056,36699292,0
1056,39320670,0
1056,41942048,0
1056,44563426,0
1056,47184804,0
1056,49806182,0
1056,52427560,0
1057,2621378,117
1057,5242756,0
1057,7864134,0
1057,10485512,0
1057,13106890,0
1057,15728268,0
1057,18349646,0
1057,20971024,0
1057,23592402,0
1057,26213780,0
1057,28835158,13088
1057,31456536,1125
1057,34077914,0
1057,36699292,0
1057,39320670,0
1057,41942048,0
1057,44563426,0
1057,47184804,0
1057,49806182,0
1057,52427560,0
1058,2621378,181
1058,5242756,0
1058,7864134,0
1058,10485512,0
1058,13106890,0
1058,15728268,0
1058,18349646,0
1058,20971024,0
1058,23592402,0
1058,26213780,0
1058,28835158,6993
1058,31456536,8083
1058,34077914,0
1058,36699292,0
1058,39320670,0
1058,41942048,0
1058,44563426,0
1058,47184804,0
1058,49806182,0
1058,52427560,0
1059,2621378,216
1059,5242756,0
1059,7864134,0
1059,10485512,0
1059,13106890,0
1059,15728268,0
1059,18349646,0
1059,20971024,0
1059,23592402,0
1059,26213780,0
1059,28835158,317
1059,31456536,14673
1059,34077914,0
1059,36699292,0
1059,39320670,0
1059,41942048,0
1059,44563426,0
1059,47184804,0
1059,49806182,0
1059,52427560,0
1060,2621378,313
1060,5242756,0
1060,7864134,0
1060,10485512,0
1060,13106890,0
1060,15728268,0
1060,18349646,0
1060,20971024,0
1060,23592402,0
1060,26213780,0
1060,28835158,0
1060,31456536,21515
1060,34077914,0
1060,36699292,15
1060,39320670,0
1060,41942048,0
1060,44563426,0
1060,47184804,0
1060,49806182,0
1060,52427560,0
1061,2621378,4580
1061,5242756,0
1061,7864134,0
1061,10485512,0
1061,13106890,0
1061,15728268,0
1061,18349646,0
1061,20971024,0
1061,23592402,0
1061,26213780,0
1061,28835158,0
1061,31456536,16366
1061,34077914,0
1061,36699292,0
1061,39320670,0
1061,41942048,0
1061,44563426,0
1061,47184804,0
1061,49806182,0
1061,52427560,0
1062,2621378,10136
1062,5242756,0
1062,7864134,0
1062,10485512,0
1062,13106890,0
1062,15728268,0
1062,18349646,0
1062,20971024,0
1062,23592402,0
1062,26213780,0
1062,28835158,0
1062,31456536,0
1062,34077914,0
1062,36699292,0
1062,39320670,0
1062,41942048,0
1062,44563426,0
1062,47184804,0
1062,49806182,0
1062,52427560,0
1063,2621378,9705
1063,5242756,0
1063,7864134,0
1063,10485512,0
1063,13106890,0
1063,15728268,0
1063,18349646,0
1063,20971024,0
1063,23592402,0
1063,26213780,0
1063,28835158,0
1063,31456536,0
1063,34077914,0
1063,36699292,0
1063,39320670,0
1063,41942048,0
1063,44563426,0
1063,47184804,0
1063,49806182,0
1063,52427560,0
1064,2621378,8702
1064,5242756,0
1064,7864134,0
1064,10485512,0
1064,13106890,0
1064,15728268,0
1064,18349646,0
1064,20971024,0
1064,23592402,0
1064,26213780,0
1064,28835158,0
1064,31456536,0
1064,34077914,0
1064,36699292,0
1064,39320670,0
1064,41942048,0
1064,44563426,0
1064,47184804,0
1064,49806182,0
1064,52427560,0
1065,2621378,9258
1065,5242756,0
1065,7864134,0
1065,10485512,0
1065,13106890,0
1065,15728268,0
1065,18349646,0
1065,20971024,0
1065,23592402,0
1065,26213780,0
1065,28835158,0
1065,31456536,0
1065,34077914,0
1065,36699292,0
1065,39320670,0
1065,41942048,0
1065,44563426,0
1065,47184804,0
1065,49806182,0
1065,52427560,0
1066,2621378,9258
1066,5242756,0
1066,7864134,0
1066,10485512,0
1066,13106890,0
1066,15728268,0
1066,18349646,0
1066,20971024,0
1066,23592402,0
1066,26213780,0
1066,28835158,0
1066,31456536,0
1066,34077914,0
1066,36699292,0
1066,39320670,0
1066,41942048,0
1066,44563426,0
1066,47184804,0
1066,49806182,0
1066,52427560,0
1067,2621378,1115
1067,5242756,0
1067,7864134,0
1067,10485512,0
1067,13106890,0
1067,15728268,0
1067,18349646,0
1067,20971024,0
1067,23592402,0
1067,26213780,0
1067,28835158,26021
1067,31456536,0
1067,34077914,0
1067,36699292,0
1067,39320670,0
1067,41942048,0
1067,44563426,0
1067,47184804,0
1067,49806182,0
1067,52427560,0
1068,2621378,360
1068,5242756,0
1068,7864134,0
1068,10485512,0
1068,13106890,0
1068,15728268,0
1068,18349646,0
1068,20971024,0
1068,23592402,0
1068,26213780,0
1068,28835158,21517
1068,31456536,0
1068,34077914,0
1068,36699292,0
1068,39320670,0
1068,41942048,0
1068,44563426,0
1068,47184804,0
1068,49806182,0
1068,52427560,0
1069,2621378,265
1069,5242756,0
1069,7864134,0
1069,10485512,0
1069,13106890,0
1069,15728268,0
1069,18349646,0
1069,20971024,0
1069,23592402,0
1069,26213780,0
1069,28835158,17918
1069,31456536,184
1069,34077914,0
1069,36699292,0
1069,39320670,0
1069,41942048,0
1069,44563426,0
1069,47184804,0
1069,49806182,0
1069,52427560,0
1070,2621378,218
1070,5242756,0
1070,7864134,0
1070,10485512,0
1070,13106890,0
1070,15728268,0
1070,18349646,0
1070,20971024,0
1070,23592402,0
1070,26213780,0
1070,28835158,9699
1070,31456536,5204
1070,34077914,0
1070,36699292,0
1070,39320670,0
1070,41942048,0
1070,44563426,0
1070,47184804,0
1070,49806182,0
1070,52427560,0
1071,2621378,180
1071,5242756,0
1071,7864134,0
1071,10485512,0
1071,13106890,0
1071,15728268,0
1071,18349646,0
1071,20971024,0
1071,23592402,0
1071,26213780,0
1071,28835158,2534
1071,31456536,10073
1071,34077914,0
1071,36699292,0
1071,39320670,0
1071,41942048,0
1071,44563426,0
1071,47184804,0
1071,49806182,0
1071,52427560,0
1072,2621378,282
1072,5242756,0
1072,7864134,0
1072,10485512,0
1072,13106890,0
1072,15728268,0
1072,18349646,0
1072,20971024,0
1072,23592402,0
1072,26213780,0
1072,28835158,0
1072,31456536,18884
1072,34077914,0
1072,36699292,0
1072,39320670,0
1072,41942048,0
1072,44563426,0
1072,47184804,0
1072,49806182,0
1072,52427560,0
1073,2621378,391
1073,5242756,0
1073,7864134,0
1073,10485512,0
1073,13106890,0
1073,15728268,0
1073,18349646,0
1073,20971024,0
1073,23592402,0
1073,26213780,0
1073,28835158,0
1073,31456536,25787
1073,34077914,109
1073,36699292,0
1073,39320670,0
1073,41942048,0
1073,44563426,0
1073,47184804,0
1073,49806182,0
1073,52427560,0
1074,2621378,431
1074,5242756,0
1074,7864134,0
1074,10485512,0
1074,13106890,0
1074,15728268,0
1074,18349646,0
1074,20971024,0
1074,23592402,0
1074,26213780,0
1074,28835158,0
1074,31456536,18685
1074,34077914,10854
1074,36699292,0
1074,39320670,0
1074,41942048,0
1074,44563426,0
1074,47184804,0
1074,49806182,0
1074,52427560,0
1075,2621378,382
1075,5242756,0
1075,7864134,0
1075,10485512,0
1075,13106890,0
1075,15728268,0
1075,18349646,0
1075,20971024,0
1075,23592402,0
1075,26213780,0
1075,28835158,0
1075,31456536,738
1075,34077914,26508
1075,36699292,12
1075,39320670,0
1075,41942048,0
1075,44563426,0
1075,47184804,0
1075,49806182,0
1075,52427560,0
1076,2621378,433
1076,5242756,0
1076,7864134,0
1076,10485512,0
1076,13106890,0
1076,15728268,0
1076,18349646,0
1076,20971024,0
1076,23592402,0
1076,26213780,0
1076,28835158,0
1076,31456536,0
1076,34077914,29837
1076,36699292,0
1076,39320670,0
1076,41942048,0
1076,44563426,0
1076,47184804,0
1076,49806182,0
1076,52427560,0
1077,2621378,442
1077,5242756,0
1077,7864134,0
1077,10485512,0
1077,13106890,0
1077,15728268,0
1077,18349646,0
1077,20971024,0
1077,23592402,0
1077,26213780,0
1077,28835158,0
1077,31456536,0
1077,34077914,29782
1077,36699292,14
1077,39320670,0
1077,41942048,0
1077,44563426,0
1077,47184804,0
1077,49806182,0
1077,52427560,0
1078,2621378,389
1078,5242756,0
1078,7864134,0
1078,10485512,0
1078,13106890,0
1078,15728268,0
1078,18349646,0
1078,20971024,0
1078,23592402,0
1078,26213780,0
1078,28835158,782
1078,31456536,0
1078,34077914,16982
1078,36699292,8068
1078,39320670,0
1078,41942048,0
1078,44563426,0
1078,47184804,0
1078,49806182,0
1078,52427560,0
1079,2621378,337
1079,5242756,0
1079,7864134,0
1079,10485512,0
1079,13106890,0
1079,15728268,0
1079,18349646,0
1079,20971024,0
1079,23592402,0
1079,26213780,0
1079,28835158,8738
1079,31456536,0
1079,34077914,2027
1079,36699292,12900
1079,39320670,0
1079,41942048,0
1079,44563426,0
1079,47184804,0
1079,49806182,0
1079,52427560,0
1080,2621378,319
1080,5242756,0
1080,7864134,0
1080,10485512,0
1080,13106890,0
1080,15728268,0
1080,18349646,0
1080,20971024,0
1080,23592402,0
1080,26213780,0
1080,28835158,20057
1080,31456536,0
1080,34077914,0
1080,36699292,1742
1080,39320670,0
1080,41942048,0
1080,44563426,0
1080,47184804,0
1080,49806182,0
1080,52427560,0
1081,2621378,505
1081,5242756,0
1081,7864134,0
1081,10485512,0
1081,13106890,0
1081,15728268,0
1081,18349646,0
1081,20971024,0
1081,23592402,0
1081,26213780,0
1081,28835158,22642
1081,31456536,0
1081,34077914,0
1081,36699292,0
1081,39320670,0
1081,41942048,0
1081,44563426,0
1081,47184804,0
1081,49806182,0
1081,52427560,0
1082,2621378,274
1082,5242756,0
1082,7864134,0
1082,10485512,0
1082,13106890,0
1082,15728268,0
1082,18349646,0
1082,20971024,0
1082,23592402,0
1082,26213780,0
1082,28835158,13294
1082,31456536,2141
1082,34077914,0
1082,36699292,0
1082,39320670,0
1082,41942048,0
1082,44563426,0
1082,47184804,0
1082,49806182,0
1082,52427560,0
1083,2621378,357
1083,5242756,0
1083,7864134,0
1083,10485512,0
1083,13106890,0
1083,15728268,0
1083,18349646,0
1083,20971024,0
1083,23592402,0
1083,26213780,0
1083,28835158,8591
1083,31456536,7014
1083,34077914,0
1083,36699292,0
1083,39320670,0
1083,41942048,0
1083,44563426,0
1083,47184804,0
1083,49806182,0
1083,52427560,0
1084,2621378,227
1084,5242756,0
1084,7864134,0
1084,10485512,0
1084,13106890,0
1084,15728268,0
1084,18349646,0
1084,20971024,0
1084,23592402,0
1084,26213780,0
1084,28835158,3015
1084,31456536,12746
1084,34077914,0
1084,36699292,0
1084,39320670,0
1084,41942048,0
1084,44563426,0
1084,47184804,0
1084,49806182,0
1084,52427560,0
1085,2621378,278
1085,5242756,0
1085,7864134,0
1085,10485512,0
1085,13106890,0
1085,15728268,0
1085,18349646,0
1085,20971024,0
1085,23592402,0
1085,26213780,0
1085,28835158,865
1085,31456536,17869
1085,34077914,0
1085,36699292,1
1085,39320670,0
1085,41942048,0
1085,44563426,0
1085,47184804,0
1085,49806182,0
1085,52427560,0
1086,2621378,452
1086,5242756,0
1086,7864134,0
1086,10485512,0
1086,13106890,0
1086,15728268,0
1086,18349646,0
1086,20971024,0
1086,23592402,0
1086,26213780,0
1086,28835158,0
1086,31456536,25378
1086,34077914,3241
1086,36699292,0
1086,39320670,0
1086,41942048,0
1086,44563426,0
1086,47184804,0
1086,49806182,0
1086,52427560,0
1087,2621378,12593
1087,5242756,0
1087,7864134,0
1087,10485512,0
1087,13106890,0
1087,15728268,0
1087,18349646,0
1087,20971024,0
1087,23592402,0
1087,26213780,0
1087,28835158,0
1087,31456536,1937
1087,34077914,880
1087,36699292,0
1087,39320670,0
1087,41942048,0
1087,44563426,0
1087,47184804,0
1087,49806182,0
1087,52427560,0
1088,2621378,15310
1088,5242756,0
1088,7864134,0
1088,10485512,0
1088,13106890,0
1088,15728268,0
1088,18349646,0
1088,20971024,0
1088,23592402,0
1088,26213780,0
1088,28835158,0
1088,31456536,0
1088,34077914,0
1088,36699292,0
1088,39320670,0
1088,41942048,0
1088,44563426,0
1088,47184804,0
1088,49806182,0
1088,52427560,0
1089,2621378,17826
1089,5242756,0
1089,7864134,0
1089,10485512,0
1089,13106890,0
1089,15728268,0
1089,18349646,0
1089,20971024,0
1089,23592402,0
1089,26213780,0
1089,28835158,0
1089,31456536,0
1089,34077914,0
1089,36699292,0
1089,39320670,0
1089,41942048,0
1089,44563426,0
1089,47184804,0
1089,49806182,0
1089,52427560,0
1090,2621378,17949
1090,5242756,0
1090,7864134,0
1090,10485512,0
1090,13106890,0
1090,15728268,0
1090,18349646,0
1090,20971024,0
1090,23592402,0
1090,26213780,0
1090,28835158,0
1090,31456536,0
1090,34077914,0
1090,36699292,0
1090,39320670,0
1090,41942048,0
1090,44563426,0
1090,47184804,0
1090,49806182,0
1090,52427560,0
1091,2621378,17242
1091,5242756,0
1091,7864134,0
1091,10485512,0
1091,13106890,0
1091,15728268,0
1091,18349646,0
1091,20971024,0
1091,23592402,0
1091,26213780,0
1091,28835158,0
1091,31456536,0
1091,34077914,0
1091,36699292,0
1091,39320670,0
1091,41942048,0
1091,44563426,0
1091,47184804,0
1091,49806182,0
1091,52427560,0
1092,2621378,17225
1092,5242756,0
1092,7864134,0
1092,10485512,0
1092,13106890,0
1092,15728268,0
1092,18349646,0
1092,20971024,0
1092,23592402,0
1092,26213780,0
1092,28835158,0
1092,31456536,0
1092,34077914,0
1092,36699292,0
1092,39320670,0
1092,41942048,0
1092,44563426,0
1092,47184804,0
1092,49806182,0
1092,52427560,0
1093,2621378,17140
1093,5242756,0
1093,7864134,0
1093,10485512,0
1093,13106890,0
1093,15728268,0
1093,18349646,0
1093,20971024,0
1093,23592402,0
1093,26213780,0
1093,28835158,0
1093,31456536,0
1093,34077914,0
1093,36699292,0
1093,39320670,0
1093,41942048,0
1093,44563426,0
1093,47184804,0
1093,49806182,0
1093,52427560,0
1094,2621378,17527
1094,5242756,0
1094,7864134,0
1094,10485512,0
1094,13106890,0
1094,15728268,0
1094,18349646,0
1094,20971024,0
1094,23592402,0
1094,26213780,0
1094,28835158,0
1094,31456536,0
1094,34077914,0
1094,36699292,0
1094,39320670,0
1094,41942048,0
1094,44563426,0
1094,47184804,0
1094,49806182,0
1094,52427560,0
1095,2621378,17849
1095,5242756,0
1095,7864134,0
1095,10485512,0
1095,13106890,0
1095,15728268,0
1095,18349646,0
1095,20971024,0
1095,23592402,0
1095,26213780,0
1095,28835158,0
1095,31456536,0
1095,34077914,0
1095,36699292,0
1095,39320670,0
1095,41942048,0
1095,44563426,0
1095,47184804,0
1095,49806182,0
1095,52427560,0
1096,2621378,17834
1096,5242756,0
1096,7864134,0
1096,10485512,0
1096,13106890,0
1096,15728268,0
1096,18349646,0
1096,20971024,0
1096,23592402,0
1096,26213780,0
1096,28835158,0
1096,31456536,0
1096,34077914,0
1096,36699292,0
1096,39320670,0
1096,41942048,0
1096,44563426,0
1096,47184804,0
1096,49806182,0
1096,52427560,0
1097,2621378,15032
1097,5242756,0
1097,7864134,0
1097,10485512,0
1097,13106890,0
1097,15728268,0
1097,18349646,0
1097,20971024,0
1097,23592402,0
1097,26213780,0
1097,28835158,0
1097,31456536,0
1097,34077914,0
1097,36699292,0
1097,39320670,0
1097,41942048,0
1097,44563426,0
1097,47184804,0
1097,49806182,0
1097,52427560,0
1098,2621378,11377
1098,5242756,0
1098,7864134,0
1098,10485512,0
1098,13106890,0
1098,15728268,0
1098,18349646,0
1098,20971024,0
1098,23592402,0
1098,26213780,0
1098,28835158,0
1098,31456536,0
1098,34077914,0
1098,36699292,0
1098,39320670,0
1098,41942048,0
1098,44563426,0
1098,47184804,0
1098,49806182,0
1098,52427560,0
1099,2621378,5056
1099,5242756,0
1099,7864134,0
1099,10485512,0
1099,13106890,0
1099,15728268,0
1099,18349646,0
1099,20971024,0
1099,23592402,0
1099,26213780,0
1099,28835158,0
1099,31456536,0
1099,34077914,0
1099,36699292,171
1099,39320670,0
1099,41942048,0
1099,44563426,0
1099,47184804,0
1099,49806182,0
1099,52427560,0
1100,2621378,3924
1100,5242756,0
1100,7864134,0
1100,10485512,0
1100,13106890,0
1100,15728268,0
1100,18349646,0
1100,20971024,0
1100,23592402,0
1100,26213780,0
1100,28835158,0
1100,31456536,0
1100,34077914,0
1100,36699292,316
1100,39320670,0
1100,41942048,0
1100,44563426,0
1100,47184804,0
1100,49806182,0
1100,52427560,0
1101,2621378,4750
1101,5242756,0
1101,7864134,0
1101,10485512,0
1101,13106890,0
1101,15728268,0
1101,18349646,0
1101,20971024,0
1101,23592402,0
1101,26213780,0
1101,28835158,0
1101,31456536,0
1101,34077914,0
1101,36699292,0
1101,39320670,0
1101,41942048,0
1101,44563426,0
1101,47184804,0
1101,49806182,0
1101,52427560,0
1102,2621378,522
1102,5242756,0
1102,7864134,0
1102,10485512,0
1102,13106890,0
1102,15728268,0
1102,18349646,0
1102,20971024,0
1102,23592402,0
1102,26213780,0
1102,28835158,0
1102,31456536,0
1102,34077914,0
1102,36699292,237
1102,39320670,0
1102,41942048,0
1102,44563426,0
1102,47184804,0
1102,49806182,0
1102,52427560,0
1103,2621378,4800
1103,5242756,0
1103,7864134,0
1103,10485512,0
1103,13106890,0
1103,15728268,0
1103,18349646,0
1103,20971024,0
1103,23592402,0
1103,26213780,0
1103,28835158,0
1103,31456536,0
1103,34077914,0
1103,36699292,84
1103,39320670,0
1103,41942048,0
1103,44563426,0
1103,47184804,0
1103,49806182,0
1103,52427560,0
1104,2621378,4465
1104,5242756,0
1104,7864134,0
1104,10485512,0
1104,13106890,0
1104,15728268,0
1104,18349646,0
1104,20971024,0
1104,23592402,0
1104,26213780,0
1104,28835158,0
1104,31456536,0
1104,34077914,0
1104,36699292,95
1104,39320670,39
1104,41942048,0
1104,44563426,0
1104,47184804,0
1104,49806182,0
1104,52427560,0
1105,2621378,3463
1105,5242756,0
1105,7864134,0
1105,10485512,0
1105,13106890,0
1105,15728268,0
1105,18349646,0
1105,20971024,0
1105,23592402,0
1105,26213780,0
1105,28835158,0
1105,31456536,0
1105,34077914,0
1105,36699292,0
1105,39320670,148
1105,41942048,0
1105,44563426,0
1105,47184804,0
1105,49806182,0
1105,52427560,0
1106,2621378,5919
1106,5242756,0
1106,7864134,0
1106,10485512,0
1106,13106890,0
1106,15728268,0
1106,18349646,0
1106,20971024,0
1106,23592402,0
1106,26213780,0
1106,28835158,0
1106,31456536,0
1106,34077914,0
1106,36699292,0
1106,39320670,122
1106,41942048,0
1106,44563426,0
1106,47184804,0
1106,49806182,0
1106,52427560,0
1107,2621378,4993
1107,5242756,0
1107,7864134,0
1107,10485512,0
1107,13106890,0
1107,15728268,0
1107,18349646,0
1107,20971024,0
1107,23592402,0
1107,26213780,0
1107,28835158,0
1107,31456536,0
1107,34077914,0
1107,36699292,32586
1107,39320670,19410
1107,41942048,0
1107,44563426,0
1107,47184804,0
1107,49806182,0
1107,52427560,0
1108,2621378,3749
1108,5242756,0
1108,7864134,0
1108,10485512,0
1108,13106890,0
1108,15728268,0
1108,18349646,0
1108,20971024,0
1108,23592402,0
1108,26213780,0
1108,28835158,0
1108,31456536,0
1108,34077914,0
1108,36699292,36298
1108,39320670,21874
1108,41942048,0
1108,44563426,0
1108,47184804,0
1108,49806182,0
1108,52427560,0
1109,2621378,2621
1109,5242756,0
1109,7864134,0
1109,10485512,0
1109,13106890,0
1109,15728268,0
1109,18349646,0
1109,20971024,0
1109,23592402,0
1109,26213780,0
1109,28835158,0
1109,31456536,0
1109,34077914,0
1109,36699292,40458
1109,39320670,24261
1109,41942048,0
1109,44563426,0
1109,47184804,0
1109,49806182,0
1109,52427560,0
1110,2621378,711
